"age","gender","occupation","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
54,"female","employed",4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,2,2,2,2,3,2
57,"female","employed",2,3,5,4,3,3,3,4,4,4,5,3,3,3,3,5,3,5,3,4,3,3,5,5,4,4,4,5,4,4,1,2,1,1,1,2
22,"female","current student",4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,3,5,4,5,3,3,4,5,4,5,4,4,4,4,2,2,1,2,2,2
49,"male","employed",1,4,4,4,2,2,2,2,4,3,4,3,2,3,4,5,4,4,4,4,2,4,4,4,4,4,4,4,4,3,1,2,2,3,3,2
21,"female","current student",2,4,2,4,2,4,2,5,5,5,5,4,2,5,5,5,4,3,2,3,1,4,3,4,3,4,4,3,3,4,3,2,4,4,3,2
54,"male","employed",2,2,3,4,2,2,2,4,4,4,3,3,3,4,3,3,2,2,2,2,2,2,2,4,3,4,4,4,4,4,3,2,3,3,3,2
19,"female","current student",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,2,2,5,1,1,1
19,"male","searching for employment",2,4,3,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,3,1,4,2,4,4,4,4,4,4,4,2,2,1,2,2,2
20,"female","current student",3,5,4,2,4,3,4,4,4,5,5,5,4,5,4,5,5,5,4,4,5,5,4,5,4,4,5,4,4,4,1,1,1,1,1,2
23,"male","current student",5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,1,1,1,1,1,2
23,"male","employed",2,4,4,2,2,1,1,4,3,3,5,3,4,4,4,4,5,4,4,4,4,4,3,4,3,5,2,2,3,3,3,3,2,4,2,3
50,"male","employed",2,3,4,2,2,3,4,4,4,4,4,4,5,3,5,4,4,3,5,4,2,3,4,4,4,4,4,4,4,4,2,2,3,2,3,3
20,"female","current student",2,4,4,4,4,5,2,2,4,5,5,5,4,4,4,4,4,5,4,4,4,4,2,4,4,5,4,3,4,4,2,2,1,1,2,2
24,"female","employed",1,2,3,3,4,4,3,4,2,4,3,3,4,3,2,3,4,5,3,3,4,3,4,4,2,4,2,2,3,1,4,4,2,5,3,3
19,"female","current student",2,2,4,2,4,4,2,4,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,2,2,2,2
39,"female","employed",4,4,3,3,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,2,2,3,2,3,3
20,"female","current student",2,3,2,4,3,4,3,2,4,5,4,4,5,4,4,4,3,4,2,4,2,2,2,4,4,4,4,2,4,4,3,2,2,4,3,2
20,"female","part-time",2,5,4,3,4,4,2,4,5,4,5,5,5,5,4,5,4,4,2,2,2,2,1,2,3,4,3,4,4,4,3,2,3,4,3,2
21,"female","current student",5,5,4,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,5,4,3,2,2,2,4,2
23,"male","employed",4,5,5,5,5,5,4,2,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,3,4,5,5,1,1,1,1,1,1
23,"female","current student",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"male","current student",4,3,3,3,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,3,3,3
23,"female","current student",3,4,4,4,5,4,4,4,4,4,4,4,5,5,3,5,4,4,4,3,4,2,2,3,4,4,4,4,4,4,4,2,2,3,2,2
20,"other","employed",3,4,4,3,4,4,4,1,4,4,5,4,4,5,3,5,2,4,4,2,2,4,4,5,3,4,4,3,4,4,3,3,2,4,4,1
50,"male","employed",3,3,3,3,4,3,4,4,4,5,5,5,5,4,4,5,5,5,3,4,4,4,3,5,4,5,4,4,4,5,2,2,1,1,1,2
45,"male","employed",1,4,3,4,1,2,2,2,4,4,3,2,4,2,2,4,4,4,4,2,2,2,4,4,4,4,4,4,2,4,2,2,2,2,3,2
33,"female","part-time",5,4,4,2,3,3,5,3,3,5,5,4,4,5,4,4,5,5,4,3,4,5,4,5,4,5,3,3,3,4,5,1,1,1,3,2
26,"female","part-time",4,5,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,4,1,1,1,1,1,1
21,"female","current student",1,3,4,2,4,2,4,4,2,4,2,4,3,4,4,5,4,4,2,4,2,3,4,4,3,4,2,2,4,2,4,4,4,3,4,2
20,"female","current student",4,5,5,4,4,5,3,3,3,4,5,4,5,3,3,4,5,4,4,4,4,4,3,4,4,4,4,4,3,4,2,2,2,3,3,2
20,"female","current student",3,4,3,2,4,3,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,4,3,4,4,1,2,2,3,2,1
60,"male","retired",4,4,3,4,4,4,4,2,5,5,5,5,4,5,5,5,4,5,4,2,2,4,2,1,4,5,4,4,4,4,1,2,2,2,1,2
20,"male","current student",5,4,1,2,2,2,5,1,2,1,4,1,4,4,5,2,5,5,4,2,4,4,4,4,4,1,2,1,2,1,5,5,5,5,2,4
20,"female","part-time",2,2,2,2,4,2,2,5,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",2,2,4,2,3,2,2,4,4,2,4,3,4,3,2,4,2,4,2,2,2,2,2,2,3,4,3,3,3,2,4,3,4,4,4,3
18,"female","employed",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
49,"female","part-time",3,4,4,4,4,4,4,5,5,4,4,5,4,5,4,5,5,5,4,5,3,5,3,5,4,5,4,4,4,4,1,2,1,2,2,1
46,"female","part-time",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1
18,"prefer not to say","employed",3,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,2,3,3,2
20,"female","part-time",5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,2,1,1,1,2
18,"female","current student",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,5,4,4,4,3,4,4,3,2,3,3,3,2
18,"female","current student",3,3,2,3,3,4,3,4,3,3,3,3,4,3,4,4,4,4,3,4,2,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3
22,"other","current student",4,5,4,5,2,4,5,3,3,2,2,3,4,5,5,4,5,5,4,5,5,5,3,4,3,3,1,4,4,4,5,5,5,5,5,5
23,"female","employed",3,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,4,4,3,3,4,4,3,4,3,3,3,4,3,4,3,3,2,3,3,3
19,"female","unemployed",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
20,"female","current student",2,3,4,4,4,4,2,4,4,4,4,3,3,4,4,3,2,4,2,4,2,2,4,4,3,3,3,4,4,4,2,3,4,2,4,2
23,"male","employed",4,4,4,2,4,2,4,3,4,4,4,4,4,4,4,4,4,5,4,4,3,4,5,4,3,4,4,4,4,4,3,2,2,2,2,3
NA,"female","current student",4,5,2,4,4,4,4,4,4,5,5,4,4,4,4,5,4,3,4,4,3,4,4,3,4,4,4,4,4,4,2,1,2,1,2,1
21,"female","current student",4,4,4,4,3,2,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,2,2,3,4,3
22,"female","current student",1,2,2,2,2,4,1,4,3,4,2,3,4,2,4,3,2,4,4,2,3,2,2,2,1,3,2,2,2,2,2,4,2,4,2,4
52,"male","employed",4,2,2,3,2,2,4,4,4,4,3,4,3,4,4,4,3,4,2,3,3,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2
55,"female","current student",2,2,3,2,2,2,2,2,3,4,4,3,3,4,4,5,4,5,4,2,5,2,2,5,4,3,3,4,3,3,5,2,4,4,4,4
22,"male","current student",2,5,4,2,4,5,4,3,4,4,5,4,4,5,4,4,4,5,4,4,2,4,2,4,4,4,4,4,3,4,2,2,3,2,2,2
19,"male","part-time",5,2,4,2,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,5,5,4,5,4,2,5,1,2,1,2
20,"female","current student",4,5,5,4,5,4,4,4,4,2,4,5,4,4,4,5,4,5,4,5,5,4,3,5,4,5,4,5,5,5,3,2,2,2,2,2
22,"female","current student",3,4,4,4,5,5,4,2,4,5,4,4,4,4,4,4,4,5,4,5,4,5,2,4,4,4,4,4,4,4,2,2,3,2,2,2
26,"male","employed",5,3,3,3,5,5,4,3,4,4,3,5,5,3,3,5,4,5,4,4,4,4,3,4,3,5,3,3,3,3,5,5,3,5,5,3
19,"male","employed",4,4,4,3,3,4,3,3,3,1,4,3,3,3,3,4,5,4,4,4,4,5,4,5,3,4,3,3,4,3,3,4,2,3,3,3
32,"female","employed",3,5,5,5,5,5,4,4,5,4,5,5,5,4,5,4,4,5,4,4,5,5,4,5,5,5,4,5,5,4,2,1,2,1,1,1
58,"male","employed",3,5,4,4,4,3,4,5,5,4,5,5,4,4,4,5,4,3,2,5,5,4,4,4,4,5,5,5,5,5,1,1,1,1,1,1
20,"female","current student",4,5,5,5,5,4,4,5,5,5,4,5,4,5,4,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,2,2,1,1,2,1
22,"male","employed",4,4,4,2,4,2,5,4,4,5,4,4,4,4,4,4,5,4,4,3,2,4,4,4,4,4,4,3,4,4,2,1,1,2,3,2
20,"female","current student",2,3,3,4,4,4,2,4,4,4,3,4,4,2,3,4,4,4,2,2,3,4,2,1,4,4,3,3,4,4,3,2,2,2,4,2
56,"female","employed",2,3,2,2,4,2,2,4,4,4,4,4,4,4,4,4,2,4,2,2,2,3,4,2,4,4,4,4,3,4,2,2,4,3,2,2
19,"male","current student",4,4,4,4,4,4,4,2,4,5,4,5,5,4,4,5,4,4,4,5,3,4,5,4,4,4,4,4,4,4,1,1,1,1,1,1
20,"female","current student",3,2,2,4,2,4,3,4,4,4,2,3,4,4,4,3,4,4,2,3,4,4,2,4,3,4,2,4,4,4,4,4,2,3,3,2
21,"female","part-time",4,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,5,5,2,1,1,2,1,1
19,"male","current student",5,4,4,4,5,4,4,4,4,5,4,3,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,1,1,2,1,1,1
23,"female","current student",4,3,3,3,3,5,4,4,4,4,3,3,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,3,2,3,2,2
20,"female","current student",3,3,4,4,4,4,3,2,5,4,4,5,5,4,4,4,2,5,2,4,2,3,2,4,4,5,5,4,5,5,1,1,1,1,1,2
54,"male","employed",5,5,4,4,4,4,5,4,5,4,5,4,5,5,4,4,4,5,4,5,4,5,4,5,4,4,4,5,4,4,2,1,1,1,2,2
20,"prefer not to say","current student",4,5,4,3,4,4,5,2,5,5,4,5,4,5,3,4,5,5,5,4,4,4,2,2,4,4,3,4,3,4,4,3,1,2,3,5
47,"female","employed",4,4,5,2,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,4,1,2,1,2,2,2
22,"male","employed",5,5,5,4,5,4,5,4,5,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,4,4,5,1,1,1,1,1,1
20,"female","current student",2,3,3,2,3,2,3,3,2,4,4,2,3,4,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,4,4,3,3,3,3
23,"female","employed",2,4,4,4,4,4,4,2,2,4,4,3,3,5,4,2,2,4,2,3,2,2,4,4,2,3,2,2,3,3,4,4,4,4,3,3
21,"female","part-time",2,2,3,2,5,2,2,5,4,5,4,4,4,4,2,5,5,5,2,5,4,2,5,5,4,4,2,2,2,5,4,2,4,4,3,4
21,"male","current student",2,3,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,2,4,3,2,3,3,4,4,2,3,3,2
23,"female","employed",3,5,4,4,4,4,5,5,4,5,4,4,5,5,4,5,2,5,4,4,2,3,4,5,5,5,4,4,4,4,2,2,2,2,2,2
59,"male","employed",3,4,4,4,3,4,3,5,4,5,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,5,3,4,4,4,2,3,2,2,2,1
17,"female","current student",2,2,4,4,4,5,3,3,4,4,5,4,5,4,4,5,4,5,2,5,4,4,4,4,4,4,3,4,4,4,2,1,1,5,1,3
45,"male","employed",3,4,4,4,3,3,4,4,4,5,4,4,4,4,4,1,2,2,2,4,3,2,4,4,4,4,4,4,4,4,1,1,1,1,2,1
21,"female","current student",2,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,2,4,3,4,2,4,4,4,3,4,4,4,2,3,2,2,2,2
19,"male","current student",2,2,3,5,4,2,5,5,2,3,5,5,4,4,4,5,2,4,2,2,2,4,4,4,3,4,4,4,4,4,2,1,1,1,3,2
59,"female","part-time",4,5,5,4,4,3,3,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,4,5,5,4,4,2,1,1,1,1,2
20,"female","current student",4,4,5,5,5,5,4,2,4,4,4,3,4,3,4,3,2,5,2,5,2,2,1,2,2,4,4,4,3,4,3,3,2,2,4,2
57,"female","employed",5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,1,1,1,1,2,2
20,"female","searching for employment",2,4,4,4,4,4,4,5,4,5,4,5,4,3,4,5,4,4,2,2,4,2,2,4,3,4,3,3,4,4,3,4,4,4,2,1
20,"female","current student",2,5,5,5,4,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,3,2,2,2,3,2,1
19,"male","current student",3,4,4,4,4,4,4,5,5,5,5,4,3,4,4,5,3,4,2,3,3,3,5,4,4,5,4,4,5,4,2,1,2,2,1,2
20,"male","part-time",4,4,3,4,4,3,4,4,4,5,4,5,4,5,4,4,4,5,3,5,3,4,3,4,4,4,4,5,4,4,3,2,2,2,2,2
87,"female","retired",4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,3,5,4,5,4,4,4,4,2,2,2,1,2,2
20,"female","current student",4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,3,4,4,4,4,4,2,2,2,2,2,2
20,"prefer not to say","searching for employment",2,3,3,2,4,1,2,4,2,1,5,3,2,2,2,2,2,4,1,2,3,4,2,4,4,2,3,1,2,1,4,4,2,5,3,4
20,"male","current student",3,4,3,2,3,2,3,2,3,4,4,4,4,4,3,3,4,4,4,3,2,2,2,4,4,4,3,4,3,3,4,2,2,4,4,2
23,"female","employed",2,4,3,4,2,3,2,5,3,3,5,4,4,4,3,4,4,4,2,3,4,4,2,5,3,4,3,3,3,4,4,4,4,4,3,2
20,"female","current student",4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,3,2,3,2,3,3
28,"male","employed",3,3,2,1,2,1,3,2,4,2,3,2,3,4,3,2,4,4,4,2,4,4,3,4,4,4,4,3,4,3,3,2,3,4,3,3
22,"female","part-time",2,3,3,4,3,3,2,2,5,3,4,3,5,3,3,5,4,4,5,4,5,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4
20,"male","current student",4,2,2,2,4,4,4,2,4,4,5,4,4,5,5,4,4,5,3,4,4,4,2,4,4,5,3,4,4,4,2,2,2,2,1,2
19,"other","current student",2,2,4,3,4,5,3,3,2,4,4,5,4,4,4,5,4,5,4,3,4,4,3,4,3,4,4,3,4,5,4,5,4,5,4,2
20,"male","part-time",4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,4,3,4,4,3,2,3,3,3,2
20,"female","current student",4,2,2,5,4,5,5,2,4,5,2,5,4,3,4,4,5,5,5,5,5,4,5,5,2,5,3,2,4,4,4,5,3,3,4,2
19,"female","current student",2,4,4,4,4,4,3,5,5,4,5,5,5,4,4,5,4,5,4,4,4,4,2,5,3,5,3,4,4,4,3,3,2,2,3,2
20,"female","part-time",2,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,4,2,3,3,3,3,2
58,"male","employed",5,4,4,4,4,4,5,5,4,5,4,4,4,5,4,5,3,5,4,4,5,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2
20,"female","current student",3,3,2,2,4,3,4,4,3,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,2,2,3,3,2
20,"male","current student",4,4,2,2,1,3,4,2,4,4,4,5,3,5,2,4,2,5,4,4,4,3,4,2,3,4,3,2,4,2,4,3,2,5,2,4
20,"female","current student",3,5,4,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
18,"male","current student",3,4,3,3,4,4,3,4,3,4,4,3,4,4,5,4,3,5,4,2,2,4,2,5,4,2,4,3,4,4,4,2,2,2,3,2
19,"male","current student",5,4,5,5,4,5,5,2,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,5,4,5,5,4,5,5,1,1,1,1,1,1
64,"female","employed",2,4,4,2,2,3,4,2,4,3,5,4,4,4,4,4,4,4,4,4,4,4,2,5,4,5,4,4,4,4,1,1,1,1,1,2
19,"female","current student",2,4,5,5,5,5,3,2,4,5,5,4,5,5,3,5,4,5,2,2,3,3,1,3,4,4,4,4,4,4,3,3,5,3,5,2
19,"female","current student",3,4,3,5,4,5,5,2,5,5,5,3,4,3,3,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,2,2,1,2,2,2
19,"female","current student",4,4,5,2,4,5,4,1,3,5,5,4,4,5,4,4,4,5,2,3,4,4,2,3,4,3,4,3,4,4,3,3,4,3,2,2
23,"male","employed",4,4,3,3,4,4,5,2,4,5,5,5,4,5,4,4,4,4,4,4,3,4,2,4,4,5,5,4,5,5,1,1,2,2,1,2
22,"female","employed",1,4,4,4,2,1,2,5,4,5,1,4,4,2,2,4,4,4,3,2,4,2,2,4,2,4,4,3,4,4,4,4,2,3,4,2
29,"female","part-time",4,5,3,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,2,4,2,4,3,4,4,4,4,5,4,4,2,2,2,2,2,2
20,"female","current student",2,2,2,4,2,3,3,5,4,5,4,3,3,3,3,4,3,4,3,2,5,2,2,3,3,5,4,4,3,4,2,3,2,3,3,2
24,"female","employed",4,4,4,2,2,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
55,"female","part-time",5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1
21,"other","current student",4,4,2,4,5,4,4,2,3,4,5,2,3,3,4,2,4,5,3,3,3,4,2,4,4,3,4,3,4,4,3,3,4,4,3,4
51,"female","part-time",2,3,3,3,2,2,2,4,5,4,4,5,2,3,4,5,3,4,3,4,2,2,4,4,4,4,4,3,3,3,2,2,2,2,2,2
26,"male","current student",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
57,"male","employed",2,3,3,2,3,2,2,2,4,3,5,4,4,3,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,3,2,3,3,3,2
18,"male","current student",5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,2,3,4,2,2
19,"female","current student",4,2,4,2,4,4,5,3,4,4,4,3,4,3,3,4,4,4,2,4,4,4,4,4,3,4,4,3,4,4,3,3,4,2,2,2
20,"female","current student",1,2,2,4,4,3,4,4,4,5,5,4,5,3,4,5,1,5,1,2,1,2,2,3,3,5,4,4,4,4,3,2,2,2,4,2
20,"female","current student",2,4,3,3,4,4,3,4,4,4,5,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,2,1,1,1,2
56,"male","employed",3,4,5,4,4,5,4,4,4,4,3,4,4,4,4,5,4,5,4,4,3,5,4,5,4,4,4,4,4,4,3,2,2,2,2,2
23,"female","employed",4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,5,4,4,4,5,5,5,4,4,4,4,4,4,2,2,3,2,2,2
21,"female","current student",4,4,5,2,5,5,4,1,1,4,5,4,4,4,3,5,4,5,4,5,2,4,1,4,4,4,4,4,4,4,2,2,4,2,2,5
21,"female","current student",3,5,5,2,5,4,4,3,4,5,4,5,5,5,5,5,3,5,2,5,3,4,4,5,4,5,4,4,5,5,1,1,1,1,2,1
21,"female","current student",3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,2,4,4,3,2,2,3,3,2
24,"male","current student",3,2,4,3,4,3,2,2,3,2,4,2,3,3,4,4,4,5,4,4,3,2,2,2,3,3,4,2,3,3,4,4,4,4,3,3
19,"female","current student",5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,2,4,5,5,4,5,4,5,5,5,2,1,1,1,2,1
60,"female","employed",3,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,2,3,2,2,3,3
53,"female","retired",4,4,2,2,2,2,4,2,4,4,4,4,4,5,4,5,4,5,5,3,4,4,4,4,4,4,5,4,4,4,1,1,2,1,1,2
20,"female","current student",2,2,3,3,3,4,3,3,2,4,4,3,4,2,4,4,2,4,2,4,2,2,3,4,3,4,2,2,4,4,3,4,2,2,3,2
20,"female","current student",2,4,4,4,4,5,3,2,3,4,5,4,3,5,2,2,2,4,3,4,4,3,3,4,3,3,4,3,3,3,5,4,2,4,4,1
24,"female","employed",2,4,4,4,4,4,3,5,4,5,4,4,4,5,5,4,5,5,4,4,4,3,2,4,4,5,5,4,4,4,3,1,1,2,2,1
21,"female","part-time",2,4,2,3,4,4,3,4,4,5,3,3,3,4,4,5,4,4,4,4,4,4,4,2,3,3,3,4,3,4,3,3,4,3,3,2
20,"male","current student",4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,1,1,1,3,2,1
22,"male","unemployed",2,4,2,4,4,2,2,5,4,3,4,4,4,4,4,4,5,5,3,4,4,4,5,4,4,3,2,4,4,4,2,4,4,2,3,4
23,"female","employed",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1
57,"male","employed",4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,2,5,4,4,4,4,4,4,2,2,3,1,1,2
19,"male","current student",3,4,4,4,4,4,4,3,4,5,5,5,4,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","unemployed",5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,5,5,5,4,4,4,2,2,2,1,2,2
20,"female","current student",4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
23,"male","current student",4,4,4,3,4,4,4,2,4,5,5,5,5,5,4,5,4,5,4,4,4,4,2,4,4,5,5,4,4,4,1,1,1,1,1,1
18,"male","current student",2,3,4,3,4,3,4,4,4,4,3,4,5,4,3,4,4,4,2,4,3,4,4,4,3,5,3,4,4,2,2,2,2,3,4,2
24,"male","current student",5,5,4,4,5,5,5,2,4,5,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,5,4,3,4,4,2,2,2,1,2,2
20,"female","employed",2,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,5,3,4,3,4,5,5,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",3,2,3,4,2,4,4,5,4,5,4,4,5,4,4,3,4,4,4,4,4,5,1,4,4,5,5,3,3,3,3,2,1,3,4,2
19,"female","current student",2,3,3,3,4,3,3,3,3,4,4,3,4,4,3,4,3,4,2,2,3,4,2,3,2,4,4,3,3,3,3,2,3,4,4,2
22,"female","current student",4,5,4,4,5,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,2,4,3,4,3,3,4,3,3,4,2,4,4,2
18,"female","current student",5,4,4,4,4,4,4,3,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,2,3,3,2
19,"male","current student",2,5,4,4,5,4,5,5,5,4,5,5,5,5,4,5,4,5,2,4,5,4,2,5,5,4,4,5,4,4,2,1,1,1,2,1
23,"female","employed",3,5,5,2,4,5,2,5,5,5,5,5,3,4,3,5,5,5,2,4,3,4,4,4,4,5,4,4,3,3,2,2,1,4,1,1
19,"female","current student",5,5,4,4,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,3,4,4,5,4,4,3,4,1,1,1,1,1,2
28,"female","employed",2,4,4,2,4,2,4,2,4,5,5,4,3,4,3,4,4,4,2,4,2,2,2,4,4,4,4,3,4,4,2,2,1,2,3,2
15,"male","current student",4,5,5,5,5,5,4,5,3,4,5,4,4,5,5,4,4,5,3,5,4,4,1,4,4,4,4,3,4,3,2,2,1,1,3,2
22,"female","part-time",2,4,4,4,4,4,3,5,4,5,5,5,5,4,5,5,4,5,4,4,3,4,4,3,5,5,5,4,5,5,2,1,1,1,1,2
51,"male","employed",2,4,4,4,4,2,3,2,5,5,4,1,4,4,5,4,4,5,2,4,3,4,5,4,4,5,4,4,4,4,1,2,1,2,2,2
52,"female","part-time",4,5,5,4,4,4,4,5,5,4,4,3,4,4,4,3,4,5,4,4,5,4,4,5,4,5,4,5,5,5,1,2,1,1,1,1
76,"female","retired",3,3,2,5,4,2,2,5,5,5,5,4,4,4,3,4,4,4,2,3,3,3,2,4,4,5,4,4,4,5,1,2,2,2,2,2
21,"female","employed",3,4,4,4,5,4,4,3,4,4,5,4,5,4,3,3,4,5,4,5,4,4,3,5,3,4,3,3,4,4,3,4,4,3,2,2
70,"male","retired",4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,2
23,"female","employed",2,2,2,2,3,2,2,4,4,4,4,4,4,3,5,4,3,4,2,2,4,4,5,4,3,3,3,5,4,3,3,4,4,4,4,2
51,"female","part-time",4,5,4,4,5,4,5,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1
22,"female","employed",2,3,2,2,4,3,4,2,4,4,4,4,4,5,4,4,3,4,3,4,3,3,4,4,4,4,4,2,4,4,3,4,2,3,2,2
