"","age","gender","occupation","qqm","dsse_1","dsse_2","dsse_3","dsse_4","dsse_5","dsse_6","dsse_7","dsse_8","dsse_9","dsse_10","dsse_11","dsse_12","dsse_13","dsse_14","dsse_15","dsse_16","dsse_17","dsse_18","dsse_19","dsse_20","dsse_21","dsse_22","dsse_23","dsse_24","dsse_25","sise","open"
"406",19,"2","1","2",5,4,4,4,1,5,1,4,1,2,2,2,4,5,3,5,5,4,4,5,4,4,2,5,2,3,3
"407",20,"2","2","2",5,4,4,4,2,4,3,4,3,3,3,4,4,3,2,4,5,3,3,4,4,4,4,5,4,3,3
"408",20,"2","3","2",5,4,2,4,1,5,2,3,3,5,4,3,4,4,4,4,4,3,5,4,5,5,4,5,3,3,3
"409",20,"2","2","2",4,5,4,3,1,4,1,4,3,3,5,2,3,4,4,4,5,4,4,2,2,5,5,5,4,1,1
"410",20,"2","1","2",4,5,4,2,2,4,2,4,4,4,2,4,4,3,4,4,4,4,4,4,4,2,2,5,4,1,1
"411",20,"2","1","2",5,4,5,4,4,4,3,5,2,4,4,5,5,4,4,4,4,2,4,4,4,4,3,5,5,3,3
"412",24,"1","2","2",4,3,5,3,3,4,1,3,1,4,2,4,4,4,4,5,5,1,4,4,5,5,2,5,4,4,4
"413",20,"2","1","2",5,4,5,5,2,5,2,5,2,5,5,5,5,5,5,5,5,2,5,5,4,4,2,5,5,4,4
"414",19,"2","1","2",5,5,4,4,1,5,1,3,1,2,2,2,3,5,5,5,5,1,5,4,2,5,4,5,2,4,4
"415",27,"2","2","2",4,3,4,2,2,4,2,2,2,2,4,3,4,5,3,4,4,3,3,2,2,5,4,4,2,2,2
"416",20,"2","1","2",4,2,5,1,2,2,1,1,1,2,1,2,3,4,2,3,5,1,4,4,3,4,2,5,3,3,3
"417",20,"2","1","2",5,4,4,4,1,4,2,2,2,2,3,2,4,4,4,4,5,2,5,5,4,3,2,4,2,4,4
"418",19,"2","1","2",4,2,4,4,2,4,1,3,2,2,2,3,4,3,5,4,5,2,4,4,3,4,2,4,3,2,2
"419",23,"1","2","2",4,4,4,2,1,4,4,3,1,3,2,2,4,3,4,4,4,3,4,2,3,5,5,3,4,4,4
"420",19,"2","1","2",4,4,5,4,1,4,1,4,1,3,4,1,4,5,4,5,5,2,5,5,5,5,4,3,3,4,4
"421",20,"1","1","2",4,4,4,2,1,5,4,1,5,4,2,4,5,2,3,1,4,4,4,5,5,5,3,5,4,1,1
"422",69,"2","6","2",4,4,4,3,1,4,3,3,2,2,2,2,4,4,4,5,4,2,3,3,3,4,4,4,3,4,4
"423",20,"2","1","2",5,5,4,5,1,5,3,3,1,5,4,4,5,5,5,4,5,5,5,5,5,5,3,5,4,4,4
"424",19,"2","1","2",3,4,2,3,1,4,1,1,4,4,3,4,4,4,5,4,5,4,4,3,4,4,2,4,1,2,2
"425",21,"2","1","1",3,2,5,2,2,5,1,2,1,2,2,1,3,5,4,5,4,1,4,3,4,3,1,4,3,3,3
"426",20,"2","1","2",4,4,4,4,4,3,4,4,2,2,4,4,5,4,2,4,4,3,4,4,4,4,2,5,3,3,3
"427",22,"1","1","2",3,3,3,1,3,3,3,3,3,5,3,1,3,3,1,5,5,3,5,5,5,5,3,5,5,3,3
"428",19,"2","1","2",3,2,3,3,3,3,2,3,3,4,3,3,3,5,4,3,4,3,4,3,1,4,3,4,5,2,2
"429",47,"2","4","2",4,4,4,4,2,4,3,3,2,2,2,3,3,4,4,4,5,2,4,4,3,4,3,4,3,3,3
"430",21,"2","1","2",4,4,4,4,3,4,2,4,2,2,3,2,3,4,3,4,4,3,4,4,3,3,3,4,3,3,3
"431",19,"2","1","2",5,3,4,3,1,5,2,3,1,4,3,1,2,4,4,5,4,3,5,5,5,5,4,5,3,3,3
"432",19,"2","1","1",4,3,3,3,1,4,2,3,2,2,4,2,3,3,3,4,4,2,4,2,3,4,3,4,3,2,2
"433",19,"1","1","2",2,4,5,2,1,4,2,2,3,3,4,3,3,5,3,4,5,2,5,5,4,4,5,5,2,4,4
"434",50,"2","4","2",4,4,4,3,1,4,3,3,2,2,2,2,3,4,4,4,4,3,4,4,3,4,2,5,4,3,3
"435",18,"2","1","2",2,4,4,3,1,2,1,1,3,4,4,3,4,4,4,3,4,2,2,2,2,4,4,5,1,3,3
"436",19,"2","1","2",5,4,2,4,2,4,3,4,3,5,5,5,5,4,4,4,5,5,5,5,5,4,2,3,3,1,1
"437",20,"2","4","2",4,2,4,3,2,4,1,3,4,2,3,4,4,3,4,4,4,3,4,3,2,4,4,4,2,2,2
"438",23,"2","2","2",4,3,4,4,2,3,2,3,4,2,4,4,4,4,5,3,4,4,4,4,2,4,1,5,4,3,3
"439",20,"2","1","2",2,1,3,1,1,2,1,1,2,3,1,1,2,5,3,4,5,4,5,4,2,5,1,5,3,2,2
"440",19,"2","1","2",4,3,4,4,1,5,1,2,2,5,4,4,5,4,4,4,4,4,4,5,4,4,2,5,5,1,1
"441",53,"1","3","2",4,4,4,4,3,4,4,4,4,2,5,5,4,4,2,4,4,3,3,3,4,4,4,4,4,1,1
"442",53,"2","2","2",3,2,5,1,1,4,2,1,1,1,1,3,3,4,4,4,4,1,2,3,3,4,1,5,3,4,4
"443",52,"1","6","2",4,3,4,3,1,4,1,3,1,1,1,1,2,3,4,4,1,2,3,3,2,2,2,4,3,4,4
"444",47,"1","2","2",3,3,4,3,3,4,3,3,2,2,3,3,4,4,4,4,4,2,4,4,3,4,4,4,4,3,3
"445",47,"2","2","2",3,2,5,3,1,4,1,3,2,2,1,3,2,4,5,4,5,1,5,4,4,5,1,5,4,4,4
"446",19,"2","1","2",3,2,4,2,1,4,1,3,2,4,4,3,4,4,5,5,5,2,5,4,3,5,4,5,2,3,3
"447",50,"2","2","2",4,4,2,3,2,4,1,3,4,2,3,2,3,4,5,5,4,4,4,4,3,4,4,5,4,2,2
"448",20,"2","1","2",4,4,4,2,1,4,3,3,1,2,4,3,4,4,3,3,5,3,4,4,4,5,3,4,4,2,2
"449",22,"1","1","2",4,4,4,3,2,4,4,3,2,4,3,5,4,4,3,3,4,3,4,5,3,4,3,4,3,2,2
"450",21,"2","2","2",5,4,3,4,1,4,2,3,4,3,4,5,5,4,3,3,5,3,5,4,5,5,3,5,4,1,1
"451",21,"2","1","1",5,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,2,3,2,3,3
"452",21,"2","2","2",4,4,3,4,3,4,3,3,4,4,4,5,4,4,4,4,4,3,4,3,3,4,3,4,2,3,3
"453",49,"2","2","2",3,2,4,2,2,3,4,2,2,2,4,2,3,4,2,2,4,2,4,4,4,2,2,2,4,4,4
"454",19,"2","1","1",5,5,5,5,2,5,4,4,5,4,5,5,5,4,5,5,4,5,5,4,4,5,4,5,5,1,1
"455",20,"2","1","2",4,3,4,4,3,4,2,3,2,3,4,3,4,4,4,4,5,2,4,5,4,4,2,4,4,4,4
"456",20,"1","1","1",4,3,5,3,1,2,1,3,1,1,5,3,4,5,4,4,4,1,4,5,1,5,2,5,1,5,5
"457",23,"1","2","2",4,4,2,4,4,3,3,4,2,4,4,3,4,4,4,5,4,2,3,4,4,4,2,4,2,1,1
"458",20,"2","1","2",4,4,4,4,1,5,4,3,4,4,4,5,5,5,4,5,5,4,5,5,5,5,2,4,5,1,1
"459",51,"1","2","2",3,3,3,5,4,2,4,4,2,3,4,4,2,3,4,5,4,3,4,4,5,5,5,2,3,4,4
"460",22,"2","5","2",4,5,2,4,2,4,1,4,5,4,5,5,5,2,4,4,5,4,4,5,5,5,3,4,4,2,2
"461",28,"2","3","2",4,4,5,4,2,4,4,3,1,1,5,2,4,2,4,3,4,4,4,3,4,4,5,5,2,3,3
"462",50,"2","2","2",4,4,2,4,3,4,2,3,3,2,2,4,2,5,3,5,4,2,4,4,5,4,4,4,2,3,3
"463",19,"2","1","2",3,2,4,2,3,2,1,3,3,3,2,5,4,3,4,2,4,2,4,4,4,4,3,4,3,2,2
"464",20,"2","1","2",4,4,4,2,2,5,2,3,4,5,4,4,5,4,5,4,5,5,5,4,4,5,4,5,4,1,1
"465",19,"2","1","2",2,2,4,3,3,3,1,3,4,4,3,3,4,4,4,4,4,3,4,4,3,4,2,4,4,3,3
"466",22,"2","1","2",4,4,4,4,3,4,2,4,2,3,3,3,3,4,4,4,4,3,4,4,3,4,2,4,3,3,3
"467",22,"2","2","2",3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,2,3,4,3,5,5,4,4
"468",22,"2","2","2",4,4,4,4,2,4,1,4,2,4,4,4,2,3,4,4,4,2,4,4,2,4,4,5,4,4,4
"469",21,"2","2","2",4,4,4,4,1,4,1,2,2,4,4,2,5,4,4,5,5,3,5,5,4,5,5,5,4,2,2
"470",21,"2","1","2",5,5,5,3,2,5,1,3,1,2,5,3,5,2,5,4,5,2,5,5,5,5,4,5,4,4,4
"471",20,"2","1","2",3,3,4,4,2,4,2,3,5,4,5,5,5,2,4,3,4,4,5,3,5,4,5,5,4,1,1
"472",22,"2","4","2",4,3,4,2,1,4,1,2,2,3,2,2,2,3,4,3,4,3,4,4,3,4,4,4,1,3,3
"473",19,"2","1","1",4,4,5,3,2,4,3,2,2,4,4,4,5,4,4,5,4,3,4,4,4,5,3,5,2,3,3
"474",19,"2","2","2",4,2,4,4,2,4,2,1,1,2,2,1,4,4,3,4,3,4,2,2,2,5,2,5,5,4,4
"475",18,"2","2","2",5,4,4,2,1,5,3,2,2,5,5,4,5,4,4,5,4,2,2,2,2,3,2,3,4,2,2
"476",25,"2","2","2",5,2,4,4,2,4,2,4,5,4,4,5,5,1,1,4,5,4,5,5,5,4,2,4,2,1,1
"477",22,"2","1","2",4,5,5,4,3,5,3,5,1,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,4,3,3
"478",20,"1","4","2",4,4,4,3,1,4,1,2,1,2,1,2,2,4,4,4,4,1,5,4,2,4,4,4,1,3,3
"479",78,"2","6","2",4,4,4,2,3,4,3,2,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3
"480",50,"2","6","2",4,4,4,4,3,4,2,4,2,3,3,3,3,4,4,4,4,2,4,4,4,5,3,5,4,4,4
"481",51,"1","2","2",4,2,4,3,3,4,2,3,2,2,2,1,3,4,4,4,4,3,2,4,2,4,3,4,2,3,3
"482",49,"1","2","2",3,4,4,4,2,3,3,2,4,2,3,3,4,5,5,5,4,1,4,4,2,4,2,5,4,3,3
"483",21,"2","1","2",4,4,5,4,1,4,1,3,3,4,4,4,5,5,5,5,5,2,4,3,3,5,5,5,5,3,3
"484",20,"2","5","2",4,5,2,4,2,4,2,4,1,4,4,2,2,5,4,3,5,4,4,4,2,4,4,4,3,2,2
"485",18,"1","1","2",5,4,4,3,1,4,2,3,1,1,3,2,3,2,3,4,4,2,2,4,2,4,2,4,2,3,3
"486",23,"1","1","2",4,4,4,4,2,4,2,3,2,4,4,4,5,4,4,4,4,2,4,4,4,4,5,4,2,3,3
"487",21,"2","3","2",5,4,4,4,2,5,2,3,4,4,4,5,5,4,4,4,4,3,4,4,2,2,3,4,4,1,1
"488",20,"1","2","2",5,3,5,3,1,5,2,4,1,2,3,3,4,3,3,5,5,2,4,4,2,4,4,5,1,3,3
"489",39,"1","2","2",3,4,2,3,3,4,5,4,4,2,2,4,3,4,4,4,5,3,2,4,5,4,4,4,2,3,3
"490",43,"2","2","2",4,4,4,3,2,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,2,2
"491",23,"1","1","2",4,4,5,5,1,4,3,4,2,3,1,4,4,4,4,4,5,4,4,4,2,5,4,5,1,4,4
"492",43,"1","2","2",5,4,2,3,2,4,4,4,2,4,4,3,4,3,4,4,4,4,3,4,4,2,2,4,4,1,1
"493",20,"1","1","2",4,3,4,4,1,4,1,2,1,2,4,5,4,3,5,5,5,2,4,4,4,5,1,5,4,3,3
"494",19,"2","1","2",4,3,3,1,1,3,3,1,3,3,3,3,4,5,4,3,5,1,5,5,5,5,4,4,4,3,3
"495",20,"2","1","1",4,4,4,3,1,4,3,2,1,4,5,3,4,4,4,3,4,2,5,4,5,5,3,5,4,4,4
"496",55,"2","4","2",4,4,2,3,1,5,2,1,5,4,5,5,4,3,3,4,4,4,3,4,3,2,3,3,3,1,1
"497",57,"1","2","2",4,2,5,2,1,3,2,2,1,1,1,2,2,4,4,5,4,2,2,4,3,4,2,3,2,4,4
"498",26,"1","1","2",4,2,1,2,2,4,2,3,3,4,2,3,3,4,3,5,2,4,4,4,4,2,2,3,2,2,2
"499",19,"1","1","2",3,3,3,1,1,4,2,1,1,2,1,1,3,3,4,5,4,1,2,4,2,5,5,5,5,3,3
"500",19,"1","1","2",5,5,2,4,4,5,4,4,1,4,4,3,5,3,4,3,5,3,4,4,4,5,5,5,5,1,1
"501",25,"2","2","2",4,4,3,4,3,4,2,4,2,5,5,5,5,5,4,4,5,3,5,5,5,2,2,4,2,2,2
"502",20,"1","1","2",5,2,4,1,1,5,2,1,2,4,2,4,2,3,4,4,4,4,2,4,2,4,1,3,2,2,2
"503",18,"1","1","2",5,4,5,4,1,5,1,4,1,2,1,2,1,5,5,5,5,1,1,4,1,5,1,5,3,5,5
"504",20,"2","1","2",4,3,4,3,2,4,3,3,4,4,4,4,5,4,3,4,4,4,4,3,3,4,4,3,4,1,1
"505",22,"1","1","2",4,4,4,1,1,2,1,2,2,2,1,1,1,2,2,3,4,3,5,4,1,3,2,4,5,5,5
"506",23,"1","1","2",5,4,4,4,1,4,2,4,1,4,4,4,4,4,4,5,5,4,4,5,5,5,3,5,4,2,2
"507",24,"2","1","1",4,3,3,3,1,4,1,1,2,3,4,2,4,4,4,4,5,2,5,4,2,5,1,3,3,4,4
"508",28,"3","1","2",3,3,3,3,3,5,5,4,3,5,4,5,4,3,4,4,4,5,4,5,5,4,4,4,4,1,1
"509",20,"1","1","2",4,3,4,4,1,4,2,3,2,3,4,2,3,4,4,4,5,4,4,4,4,4,2,5,2,3,3
"510",19,"1","3","2",3,4,3,3,1,1,2,2,2,4,4,1,2,3,3,4,4,3,4,5,4,4,4,5,4,1,1
"511",27,"2","2","2",4,4,3,4,2,4,3,4,4,5,5,4,5,4,3,4,4,5,5,4,4,4,3,5,4,1,1
"512",62,"2","6","2",5,4,2,4,3,4,4,3,3,2,3,4,4,4,5,4,5,3,4,4,4,3,3,4,4,3,3
"513",27,"2","2","2",4,4,5,4,3,5,3,5,5,5,5,4,5,4,5,5,5,4,4,4,4,5,4,5,3,2,2
"514",22,"1","4","2",5,4,3,2,4,4,5,2,1,4,2,4,5,4,5,5,4,2,4,4,3,5,4,4,4,2,2
"515",21,"1","2","2",4,4,3,2,1,4,1,3,2,4,2,4,4,4,4,3,4,2,4,4,4,4,2,4,3,2,2
"516",45,"2","2","2",3,4,3,2,3,4,3,1,2,3,2,4,4,4,4,4,4,2,4,4,2,4,2,4,4,1,1
"517",19,"1","1","2",5,2,4,1,1,4,2,1,1,2,4,1,4,2,4,3,5,4,5,4,4,5,4,5,3,2,2
"518",37,"1","2","2",4,2,3,4,3,4,2,4,2,3,2,2,4,4,4,4,4,3,3,4,4,4,5,5,4,2,2
"519",21,"2","1","2",3,4,4,4,2,4,2,4,1,3,4,2,4,4,4,4,5,2,5,4,4,5,4,4,4,4,4
"520",23,"2","1","2",4,4,4,4,3,4,3,4,2,4,4,4,4,3,3,4,4,3,4,5,4,5,4,5,4,3,3
"521",41,"2","2","2",3,2,4,3,2,2,3,3,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,1,1
"522",49,"1","2","2",4,4,1,4,3,4,5,3,2,3,2,4,3,5,5,5,4,3,3,3,2,2,3,4,3,2,2
"523",18,"2","1","2",5,5,5,4,1,1,1,1,1,4,5,1,5,5,5,5,5,1,3,5,5,5,5,5,1,5,5
"524",19,"1","1","2",5,4,2,2,1,5,2,1,1,4,2,1,1,4,3,4,5,3,5,5,5,4,1,4,3,2,2
"525",23,"1","1","2",4,4,3,1,1,3,3,1,4,4,3,4,4,4,2,4,1,5,3,4,4,2,1,4,2,1,1
"526",22,"1","1","2",5,3,4,3,1,5,1,3,1,2,3,1,4,1,4,4,5,2,4,5,3,5,4,5,2,3,3
"527",21,"2","5","2",4,3,4,2,1,4,2,4,3,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,2,2
"528",21,"1","2","2",5,4,3,5,4,5,2,4,3,4,5,4,4,4,3,4,2,2,2,4,4,4,5,4,4,2,2
"529",18,"2","1","2",5,4,4,5,4,5,2,3,3,4,4,4,4,5,5,5,5,4,5,5,3,4,2,3,3,1,1
"530",20,"1","1","2",5,3,3,1,1,5,4,1,2,2,2,1,4,5,5,5,5,4,5,5,5,5,5,5,1,1,1
"531",21,"1","1","2",4,4,2,3,4,4,2,4,2,2,4,4,4,3,3,4,3,4,5,5,4,5,4,5,3,3,3
"532",48,"2","2","2",5,4,3,3,3,4,1,4,2,4,4,3,4,3,5,5,4,3,4,5,3,5,3,5,2,3,3
"533",21,"2","1","2",3,4,3,4,2,4,3,3,1,4,2,3,4,4,4,4,5,2,4,3,2,5,5,5,4,3,3
"534",21,"2","1","1",2,3,1,3,2,1,2,2,5,4,5,4,4,4,4,3,4,4,4,4,4,3,4,2,3,1,1
"535",21,"2","1","2",5,5,2,4,5,5,4,5,4,5,4,5,5,4,4,4,5,4,5,4,4,4,3,4,4,2,2
"536",20,"2","4","2",5,4,2,4,1,5,2,4,5,5,4,5,5,3,4,2,4,2,5,4,3,3,5,4,4,1,1
"537",19,"2","1","2",4,4,5,4,1,4,2,2,1,3,4,2,4,5,4,4,5,2,4,4,4,5,3,4,4,3,3
"538",20,"2","3","2",4,3,2,3,2,4,2,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2
"539",25,"2","3","2",4,4,2,3,2,2,3,4,4,4,4,5,5,4,4,4,4,4,4,5,4,3,3,4,3,1,1
"540",20,"2","1","2",5,4,4,4,2,4,2,2,2,3,5,3,4,3,4,4,5,2,4,4,2,4,5,4,2,4,4
"541",20,"2","2","2",4,2,2,2,1,4,1,3,2,3,3,4,4,5,3,4,4,2,4,4,3,3,3,4,3,1,1
"542",26,"2","2","2",4,2,5,2,1,3,4,2,3,2,2,4,4,2,2,5,4,2,4,2,2,4,4,4,2,2,2
"543",56,"1","2","2",3,2,4,4,3,3,1,3,2,2,1,2,2,3,3,4,4,2,4,4,3,4,4,4,3,3,3
"544",63,"2","4","2",4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,1,1
"545",56,"2","2","2",3,4,4,3,3,4,3,3,2,3,4,4,4,3,4,5,5,3,4,5,4,5,3,5,4,3,3
"546",21,"2","1","2",5,5,4,2,2,5,3,2,4,3,3,3,4,4,4,4,5,4,4,4,4,4,4,5,3,1,1
"547",21,"2","1","1",4,2,3,5,1,2,1,5,4,3,5,4,4,3,5,5,5,2,5,5,5,5,3,5,3,4,4
"548",81,"2","6","2",3,3,5,5,3,5,3,5,1,2,4,1,3,3,4,4,4,1,4,4,4,4,4,3,3,4,4
"549",19,"2","1","2",3,4,2,4,3,4,2,4,1,3,4,2,5,4,5,5,5,4,5,5,5,3,5,4,3,2,2
"550",19,"1","3","2",3,1,2,2,1,3,1,1,1,1,1,4,2,3,5,4,5,2,5,4,2,4,1,5,2,2,2
"551",21,"3","1","2",5,4,2,2,1,4,1,2,5,4,5,5,5,4,3,3,4,5,4,5,4,2,3,2,2,1,1
"552",20,"1","1","2",5,4,5,4,1,5,2,2,5,4,2,4,4,2,5,5,4,2,4,4,4,5,2,5,2,5,5
"553",30,"2","1","2",5,5,4,1,1,4,4,3,3,3,5,2,4,4,4,5,3,2,3,4,4,5,3,5,3,3,3
"554",20,"2","1","2",4,5,4,4,1,4,2,2,2,5,4,2,5,4,4,4,5,4,4,4,4,5,4,5,4,3,3
"555",52,"2","2","2",4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,2,3,3
"556",20,"2","1","2",4,4,4,4,2,4,2,4,2,4,5,4,4,4,4,5,5,3,4,4,4,5,4,4,4,3,3
"557",20,"2","1","2",3,3,5,4,1,4,1,2,4,1,3,2,4,4,4,4,5,4,4,4,2,4,5,4,5,2,2
"558",53,"2","4","2",4,4,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,2,2
"559",18,"1","2","2",4,4,4,3,2,4,2,3,2,4,3,3,4,4,4,4,5,3,4,5,4,4,4,4,3,4,4
"560",23,"1","1","2",5,4,5,2,1,4,3,4,1,2,5,2,5,4,4,4,4,2,4,4,4,5,4,4,4,4,4
"561",53,"1","2","2",4,4,4,3,3,4,2,3,2,3,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,2,2
"562",21,"1","2","2",3,1,4,2,1,2,2,1,1,1,1,1,1,3,4,3,4,1,4,4,3,4,2,5,4,4,4
"563",49,"2","2","2",2,4,4,1,1,4,3,1,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,5,5,3,3
"564",21,"1","1","2",4,3,4,4,1,4,2,2,1,3,3,4,3,2,4,4,4,2,4,3,2,4,2,5,2,3,3
"565",25,"1","2","2",4,4,4,2,1,4,1,2,1,4,1,2,1,5,3,4,5,3,3,4,2,2,1,4,2,4,4
"566",20,"1","1","2",4,4,3,4,4,5,2,4,4,5,4,4,4,5,2,4,4,4,4,4,4,4,4,1,4,2,2
"567",20,"2","1","2",4,2,5,3,1,4,1,3,3,2,2,1,4,5,4,4,5,4,5,5,4,5,4,5,2,3,3
"568",24,"2","1","2",5,4,2,2,2,3,2,3,2,3,4,3,4,2,4,4,4,1,3,1,1,4,4,3,1,4,4
"569",24,"1","2","2",4,3,2,3,1,3,2,3,2,3,3,2,2,3,3,5,4,2,4,4,4,5,3,4,4,3,3
"570",20,"2","1","2",4,3,4,4,1,4,1,4,3,3,3,3,4,4,4,5,5,3,5,4,4,3,2,4,5,3,3
"571",25,"1","1","2",4,2,4,1,1,2,2,2,2,3,2,4,4,5,4,4,4,4,4,4,4,4,2,5,4,1,1
"572",26,"2","1","2",4,3,4,3,3,4,1,3,4,2,4,4,4,4,4,4,4,3,5,5,5,4,5,3,3,2,2
"573",44,"2","4","2",3,2,4,1,1,1,1,1,1,1,1,3,3,5,5,5,4,1,5,4,3,5,4,5,3,5,5
"574",23,"1","2","2",4,5,4,3,3,4,2,3,2,4,4,3,4,4,4,4,5,2,4,5,4,4,3,4,2,3,3
"575",60,"1","2","2",4,3,5,1,1,4,2,3,1,1,5,5,4,5,4,5,5,1,4,3,4,5,3,4,3,5,5
"576",20,"1","1","2",5,5,5,5,4,5,2,5,1,5,5,1,5,5,4,4,5,4,3,4,1,5,1,5,2,4,4
"577",19,"3","1","2",5,4,3,3,2,4,3,3,5,4,4,5,4,5,4,4,4,4,5,4,5,5,2,5,5,1,1
"578",21,"1","1","2",4,4,4,1,1,4,1,1,1,2,4,3,4,5,4,4,5,4,4,4,4,5,3,5,5,2,2
"579",29,"2","2","2",5,5,4,4,1,5,3,4,3,4,5,4,5,4,4,4,5,2,5,5,4,5,3,5,5,2,2
"580",20,"2","1","1",5,4,4,4,4,5,3,5,2,5,5,4,5,4,4,4,5,4,5,5,5,5,4,5,5,1,1
"581",20,"2","1","2",4,4,3,4,3,4,2,4,2,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3
"582",21,"2","1","1",4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,5,5,3,4,4,4,4,3,3
"583",23,"2","2","2",4,2,4,3,2,4,2,3,2,3,3,3,4,4,4,2,5,2,4,4,2,5,2,5,4,3,3
"584",20,"2","1","2",4,4,5,4,3,4,2,3,2,4,4,3,4,5,4,4,4,4,4,5,3,4,5,4,4,3,3
"585",20,"2","1","2",3,3,3,3,3,3,2,4,4,5,4,5,5,3,3,4,4,3,4,4,4,5,3,5,5,1,1
"586",20,"2","1","1",4,4,3,4,4,4,2,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3
"587",21,"2","1","2",4,4,5,4,2,4,1,4,1,4,2,3,2,4,4,4,5,3,2,3,1,4,1,5,4,3,3
"588",22,"2","1","1",4,4,4,2,3,4,1,4,2,4,4,4,4,4,4,4,5,4,4,4,4,4,1,5,2,2,2
"589",56,"2","6","2",4,2,5,4,2,4,2,3,2,2,2,4,4,3,4,3,3,2,2,3,3,5,2,4,4,4,4
"590",29,"1","1","2",3,4,3,3,2,3,4,3,2,3,2,3,2,4,3,3,4,3,3,3,2,3,2,4,3,3,3
"591",20,"2","1","2",4,3,4,2,2,2,3,2,2,2,3,4,2,4,3,4,4,2,4,4,4,4,1,4,2,3,3
"592",21,"2","1","2",4,2,4,2,2,3,4,2,2,3,3,2,4,4,4,4,4,4,4,4,4,5,4,5,2,3,3
"593",80,"2","6","2",4,4,4,3,4,3,2,3,4,2,4,3,4,4,4,4,4,2,4,4,3,4,4,4,4,3,3
"594",54,"1","2","2",3,3,4,1,1,1,2,1,3,2,1,2,2,4,4,5,2,1,1,2,4,4,4,5,2,3,3
"595",19,"2","1","2",4,4,5,3,1,5,2,3,3,4,4,4,5,5,2,2,4,4,5,4,4,4,2,2,5,2,2
"596",23,"2","2","2",5,5,5,4,2,5,1,4,2,2,3,3,3,4,4,5,5,2,4,4,4,5,4,5,3,5,5
"597",19,"2","1","2",5,5,4,5,4,5,4,5,2,5,5,4,5,5,4,2,5,4,5,5,4,2,4,2,5,1,1
"598",19,"2","1","2",4,2,4,4,3,4,1,3,2,1,1,1,4,4,5,5,2,1,2,1,1,4,3,3,4,5,5
"599",20,"2","1","2",4,4,4,3,2,4,3,3,4,3,4,4,4,5,4,4,5,2,4,5,4,4,3,5,4,3,3
"600",20,"2","1","2",4,4,5,5,3,5,5,4,2,4,4,4,5,4,4,5,5,3,5,5,4,4,3,4,3,2,2
"601",23,"2","2","2",4,3,4,4,1,3,1,4,5,4,3,4,4,4,4,4,5,3,2,4,2,4,2,5,4,3,3
"602",20,"2","1","2",4,4,4,3,2,5,1,4,3,3,4,4,4,4,4,4,5,3,5,5,1,4,2,5,3,3,3
"603",20,"2","1","2",4,4,4,4,1,4,2,2,1,3,4,1,4,4,4,5,5,2,4,4,3,5,4,5,3,3,3
"604",47,"2","3","2",1,1,5,1,1,2,1,1,2,1,1,4,2,3,4,4,1,1,4,4,2,4,4,1,2,2,2
"605",19,"2","1","1",4,4,4,4,2,3,3,3,2,5,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,3,3
"606",19,"2","1","2",4,4,5,4,5,4,1,1,1,2,1,4,4,4,4,5,5,1,5,5,3,5,2,5,2,4,4
"607",53,"2","4","2",4,4,2,4,1,4,3,4,5,2,3,4,4,5,4,4,5,3,4,5,4,4,4,4,3,1,1
"608",19,"1","1","2",4,4,5,3,1,5,4,4,3,4,4,4,4,3,4,4,5,2,2,2,4,5,3,4,2,2,2
"609",51,"1","2","2",5,4,4,4,3,4,4,3,4,5,4,4,4,4,4,5,4,2,4,4,3,4,2,1,2,1,1
"610",20,"2","1","2",4,4,4,5,4,4,1,5,5,4,3,5,5,4,4,4,5,4,5,5,5,5,5,5,4,2,2
"611",52,"2","2","2",4,4,1,3,3,4,2,3,2,2,2,2,4,4,4,4,5,2,4,5,4,5,2,5,2,2,2
"612",21,"2","1","1",4,2,4,4,3,5,2,5,4,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,3,3
"613",22,"1","2","2",4,3,3,1,1,3,3,1,1,2,3,3,4,3,4,4,4,3,4,4,3,4,2,4,4,2,2
"614",21,"1","2","2",5,5,4,3,1,5,3,4,1,3,3,3,4,5,4,5,5,3,4,4,3,5,2,5,3,4,4
