ID,Progress,Duration,age,qqm,gender,gender_3_TEXT,oc_stat,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10,RS_11,RS_12,RS_13,RS_14,RS_15,RS_16,RS_17,RS_18,RS_19,RS_20,RS_21,RS_22,RS_23,RS_24,RS_25,RIES_1,RIES_2,RIES_3,RIES_4,RIES_5,RIES_6,RIES_7,RIES_8,RIES_9,RIES_10,RIES_11,RIES_12,RIES_13,RIES_14,RIES_15,RIES_16,RIES_17,RIES_18,RIES_19,RIES_20,RIES_21,RIES_22,RIES_23,RIES_24,RIES_25
840,100,400,21,2,2,,3,2,1,1,1,2,1,2,2,1,2,6,4,4,2,1,1,2,2,2,4,1,3,3,3,2,,,2,,,,3,,2,,,2,,,2,3,2,,2,,2,,,2,
841,100,214,25,2,1,,4,1,2,1,2,1,2,3,2,3,2,2,6,2,1,1,1,1,6,1,1,3,7,2,3,1,1,1,2,3,3,1,2,3,2,1,2,1,2,2,1,2,2,5,1,2,1,1,2,2,2
842,100,308,19,2,2,,3,4,3,5,2,2,3,5,3,5,2,3,3,3,7,3,3,5,5,3,6,2,5,3,6,2,4,2,4,2,1,4,1,2,5,2,2,2,3,2,4,3,2,4,3,4,2,2,2,3,1
843,100,221,21,2,2,,3,3,1,2,2,2,3,2,3,3,2,5,3,3,6,3,2,3,2,3,5,2,6,3,5,3,2,4,3,4,4,2,4,4,3,4,3,2,4,2,2,2,2,2,2,4,2,4,2,2,3
844,100,425,72,2,2,,4,2,1,3,1,2,2,4,2,2,2,1,4,3,3,1,3,2,2,1,2,1,2,2,2,1,2,4,1,4,2,1,5,3,2,4,2,5,5,3,3,1,2,2,2,4,2,5,3,3,2
845,100,422,20,2,2,,3,3,2,2,2,1,5,5,6,2,3,1,5,2,6,3,2,4,2,3,5,4,5,3,4,3,4,4,5,2,2,1,1,3,2,3,3,1,4,5,2,1,4,2,5,4,1,3,1,3,1
846,100,608,20,2,2,,3,5,2,2,2,1,2,6,2,6,3,1,5,3,2,3,3,5,2,3,6,5,7,3,2,1,4,1,4,2,2,2,2,2,1,2,4,2,4,5,2,1,2,2,2,2,1,2,2,5,2
847,100,672,,2,1,,1,1,2,3,3,2,2,2,2,2,2,2,3,3,2,2,1,3,2,3,2,2,2,2,3,3,4,4,1,4,5,1,4,2,2,4,2,2,4,1,4,2,3,2,2,4,4,5,4,2,4
848,100,418,,2,2,,4,1,1,2,1,3,2,2,2,1,2,6,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,4,5,4,4,2,4,1,1,5,1,4,5,1,2,2,2,1,1,5,5,4,4,1,4
849,100,379,20,2,2,,3,2,2,1,1,2,2,2,2,1,1,2,3,2,3,3,2,3,1,4,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,4,2,3,2,1,2,2,2,3,1,4,2,3,2,1,3
850,100,241,20,2,2,,3,1,2,3,2,6,6,3,5,6,2,7,6,2,6,6,1,3,2,3,3,6,7,5,6,5,4,1,2,1,1,3,1,5,5,2,2,2,2,1,2,3,1,4,5,2,1,1,2,2,1
851,100,307,20,2,2,,3,2,1,2,2,2,2,4,3,3,3,5,3,2,6,3,2,3,3,3,2,2,6,2,5,3,2,2,2,2,4,2,4,2,2,3,4,2,3,2,2,2,2,4,4,4,2,4,2,2,2
852,100,260,20,2,2,,3,3,2,1,2,1,1,2,1,1,1,3,4,3,1,1,1,3,1,3,2,2,6,2,1,1,2,2,2,2,3,2,3,3,2,3,3,5,3,2,2,2,2,4,3,3,3,2,2,1,3
853,100,273,21,2,2,,3,2,2,2,1,1,2,3,3,2,1,5,2,3,2,2,2,3,1,2,3,2,3,2,2,2,2,2,2,3,1,3,2,2,2,4,2,1,4,1,2,2,2,2,2,4,1,3,3,2,4
854,100,518,64,2,1,,1,5,2,4,2,2,3,2,2,6,3,6,3,2,5,2,1,2,4,3,2,2,3,2,4,2,2,3,2,4,5,2,5,3,2,4,1,5,5,1,3,1,1,2,2,4,5,3,2,2,4
855,100,410,20,2,2,,3,2,2,2,3,1,2,3,3,4,2,3,6,2,1,2,1,2,4,2,2,4,4,3,3,2,3,2,3,2,2,3,1,3,3,3,3,2,2,2,3,3,4,3,4,2,2,2,3,2,3
856,100,517,26,2,1,,1,2,2,1,1,1,3,3,4,1,2,6,3,1,2,2,3,4,4,1,1,4,6,2,4,1,3,3,2,4,5,1,3,2,1,4,3,4,3,3,1,3,2,1,1,4,4,4,5,2,5
857,100,226,19,2,2,,3,1,1,2,1,1,1,2,1,4,2,5,1,1,2,3,1,2,1,1,1,1,7,1,3,6,3,1,5,1,1,1,1,2,4,1,2,2,1,1,3,2,1,2,2,1,1,3,2,2,3
858,100,1615,21,2,2,,3,3,2,2,2,2,2,3,2,6,5,5,3,2,5,3,3,3,3,5,2,4,2,3,6,1,2,3,3,4,2,2,2,4,2,4,2,2,2,1,3,2,2,3,3,3,2,4,1,2,1
859,100,850,20,2,1,,3,5,6,5,2,2,6,6,4,4,6,3,2,2,7,5,6,5,5,1,5,3,7,4,5,1,,2,4,4,4,1,2,2,5,4,2,2,2,4,4,3,2,4,4,3,4,2,2,4,2
860,100,445,18,2,2,,3,2,3,5,5,1,2,5,1,3,6,1,2,1,1,2,2,5,2,2,2,4,6,3,2,1,3,2,2,4,2,2,4,4,2,3,4,5,2,1,1,4,2,2,2,4,2,2,1,2,4
861,100,422,22,2,1,,5,3,2,2,4,2,2,3,2,2,2,4,3,4,3,4,2,1,2,3,5,1,6,2,2,2,2,3,2,4,4,2,3,2,2,4,2,4,4,2,2,2,2,2,2,4,3,3,3,4,3
862,100,452,21,2,2,,3,2,3,1,3,1,2,2,4,2,4,7,1,1,5,3,1,4,1,1,2,3,7,3,6,5,4,2,3,3,5,4,2,1,3,2,3,3,4,3,4,4,1,2,2,4,3,4,2,2,1
863,100,4844,19,2,2,,3,7,6,1,2,1,6,3,6,3,6,7,6,2,6,6,2,6,3,1,7,6,6,2,6,5,4,3,4,3,1,3,4,3,3,4,2,1,1,2,1,4,5,3,2,3,2,3,1,1,1
864,100,549,20,2,2,,3,2,1,1,2,1,1,1,1,2,2,4,1,2,2,2,2,2,1,1,2,2,3,2,1,2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,4
865,100,440,21,2,2,,4,1,1,1,2,2,1,2,3,2,2,6,5,4,1,3,2,2,3,3,1,2,5,2,2,2,2,4,2,3,1,1,3,1,2,4,5,4,5,1,2,2,2,2,1,4,1,2,4,2,2
866,100,667,22,2,2,,3,3,3,3,2,2,2,4,5,3,3,6,3,3,4,5,3,3,3,3,3,5,7,4,6,6,4,,4,3,4,3,1,4,3,3,4,1,4,4,3,2,4,2,4,2,2,2,3,2,2
867,100,978,60,2,1,,1,3,2,2,2,3,2,5,4,3,2,5,4,4,3,2,4,4,3,2,3,2,5,3,2,2,3,3,2,3,3,2,2,2,2,3,3,4,4,2,4,2,4,3,3,3,3,4,3,3,3
868,100,513,21,2,1,,3,2,1,2,2,1,3,4,2,3,4,2,2,1,5,2,1,2,4,1,3,2,5,2,1,1,2,5,2,2,5,1,2,1,3,4,1,3,5,1,1,1,2,2,2,4,5,3,5,3,5
869,100,256,20,2,2,,3,1,2,1,1,2,1,2,2,2,2,5,6,2,2,1,1,1,2,2,2,1,3,2,2,5,2,3,2,4,4,4,2,2,2,4,2,4,4,2,2,2,2,2,2,4,5,4,4,2,4
870,100,1267,20,2,1,,3,3,2,4,1,3,2,6,2,4,3,1,2,4,6,7,2,2,2,2,2,3,6,3,7,3,3,2,3,3,4,3,1,4,5,4,2,2,4,2,3,5,1,2,3,2,4,2,4,3,4
871,100,429,25,2,1,,1,3,2,2,2,1,1,2,1,2,3,3,5,3,5,2,2,3,2,1,3,2,4,3,2,2,2,4,2,4,4,2,3,3,3,4,2,5,4,3,2,2,1,2,2,2,3,3,2,2,2
872,100,216,28,2,1,,3,2,2,3,1,1,2,3,2,6,2,2,4,5,6,1,1,4,3,2,3,2,6,2,6,2,4,4,1,2,5,1,1,1,2,3,2,3,2,1,2,2,1,4,5,1,5,4,4,2,2
873,100,360,56,2,1,,1,2,3,3,2,1,3,5,1,3,1,2,5,2,1,2,2,2,2,3,2,3,5,2,2,1,2,4,2,3,2,2,3,2,2,3,2,4,4,1,2,2,2,3,2,4,2,4,4,2,4
874,100,408,56,2,2,,1,3,2,3,2,4,2,3,2,2,4,3,6,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,4,2,2,4,2,2,4,2,4,3,2,4,2,2,2,2,4,2,4,2,2,2
875,100,788,54,2,2,,2,3,2,2,1,1,1,5,2,4,4,3,3,2,2,2,4,3,3,2,4,1,4,3,2,1,2,3,2,4,4,2,4,3,2,3,2,5,5,1,1,1,1,2,2,4,3,4,2,2,2
876,100,810,24,2,1,,4,3,3,2,3,1,4,3,4,3,3,3,2,3,4,4,1,3,3,3,3,2,3,2,3,2,,4,2,4,4,2,4,2,2,4,2,4,4,2,3,2,3,3,2,2,4,2,4,3,4
877,100,306,22,2,2,,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,2,2,1,2,3,3,1,3,2,2,2,3,2,2,3,3,3,2,4,2,1,2,2,2,3,2,2,3,3,4,2,3
878,100,480,,2,1,,1,3,1,3,2,1,2,2,2,2,1,2,2,3,2,1,2,2,3,2,2,3,3,2,3,2,2,4,2,4,2,2,4,1,2,4,2,,4,1,3,1,2,1,2,4,2,5,3,2,3
879,100,912,18,2,1,,2,3,2,3,3,3,1,2,1,5,3,5,1,5,2,2,1,2,1,2,1,1,6,1,4,2,2,2,1,4,4,2,3,4,2,3,1,4,4,1,2,2,1,2,2,5,4,4,2,2,4
880,100,334,57,2,1,,2,3,3,2,4,1,2,3,2,2,3,5,2,1,3,3,4,2,2,3,3,4,1,2,2,3,2,4,2,2,2,2,3,3,2,4,3,4,4,2,3,2,2,2,2,4,2,4,4,3,3
881,100,546,19,2,2,,3,3,2,5,1,2,1,4,4,3,3,6,3,3,5,1,1,6,4,3,3,2,5,5,3,3,4,2,4,2,4,2,2,2,3,2,3,2,4,4,2,3,2,5,4,2,2,2,2,2,3
882,100,968,19,2,1,,3,2,2,3,1,1,3,2,2,2,2,2,4,3,2,2,2,3,2,2,1,1,3,2,2,1,1,4,3,2,4,2,4,2,2,4,2,4,5,2,2,2,2,2,2,4,4,4,3,2,4
883,100,178,19,2,1,,3,2,2,2,1,4,1,2,1,1,1,2,1,1,4,2,1,2,2,1,1,1,3,2,1,1,2,3,1,5,5,1,4,2,2,5,1,4,5,1,3,1,1,1,1,5,5,4,3,2,4
884,100,293,19,2,1,,3,3,1,2,2,1,3,2,2,2,2,1,3,3,3,2,1,2,2,2,5,1,2,1,2,1,2,5,2,4,4,1,4,2,2,4,2,4,4,2,2,1,2,1,2,4,3,4,2,1,2
885,100,467,19,2,1,,3,2,2,1,2,2,2,2,3,2,1,6,3,1,2,3,2,1,1,1,2,3,5,2,3,1,2,2,2,3,5,2,4,4,2,4,3,4,2,2,3,2,2,2,2,4,4,4,4,2,4
886,100,333,18,2,1,,3,2,1,2,1,1,3,2,2,3,2,6,2,2,6,3,2,3,2,1,1,4,2,2,5,1,1,5,2,5,5,1,4,2,2,4,2,4,2,2,3,2,2,2,1,4,5,4,4,3,4
887,100,804,52,2,2,,3,1,1,3,1,1,1,1,1,2,1,1,6,1,1,1,1,2,1,1,1,1,3,2,1,2,2,2,1,5,2,1,3,2,1,5,2,4,5,1,2,1,1,2,2,4,2,5,2,1,2
888,100,277,23,2,1,,3,5,2,4,2,2,7,3,5,3,4,7,6,3,6,4,1,4,3,1,2,7,1,3,6,1,2,2,1,5,5,1,4,2,1,5,3,2,4,5,1,1,3,1,1,5,5,4,4,1,5
889,100,1317,24,2,2,,1,4,2,4,1,2,1,2,4,2,2,1,2,2,4,1,2,3,2,1,1,2,7,4,6,2,2,3,2,1,2,2,1,3,4,3,5,5,2,1,1,3,1,5,1,4,3,1,2,3,2
890,100,1113,26,2,2,,1,2,1,3,2,2,2,1,3,2,1,2,2,2,2,2,1,2,1,1,2,1,3,1,1,2,1,5,1,5,2,2,5,1,1,4,1,4,2,1,2,2,2,1,1,5,4,5,2,1,2
891,100,320,20,2,1,,3,2,1,3,2,1,3,3,5,2,2,5,2,3,3,2,1,3,2,4,2,4,6,3,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,4,3,2,4,3,3,3,3,3
892,100,572,,2,2,,1,2,2,2,2,1,2,5,2,2,2,2,3,2,6,2,2,2,2,3,2,3,5,3,3,3,2,4,2,4,4,2,4,2,2,4,2,4,4,2,4,2,2,2,2,4,2,4,2,2,2
893,100,742,18,2,2,,3,3,3,2,3,2,3,4,1,4,4,3,4,3,5,3,4,6,3,2,3,2,2,3,5,3,2,2,2,4,4,2,4,4,4,3,2,4,3,1,4,2,4,2,3,4,2,2,2,2,2
894,100,262,,2,1,,1,5,3,3,5,1,3,3,3,6,5,5,1,2,3,5,2,4,2,1,5,3,4,3,5,3,4,4,3,4,2,2,2,2,4,4,2,4,4,1,4,2,2,2,3,4,4,2,3,4,2
895,100,387,64,2,2,,2,4,1,1,1,1,2,3,3,2,3,5,3,2,3,2,4,2,1,2,3,2,3,3,5,2,2,4,2,5,3,1,4,3,3,4,3,4,4,1,3,3,2,2,2,4,2,4,3,2,3
896,100,629,56,2,2,,4,1,2,3,2,2,3,2,3,2,2,2,2,3,2,3,2,4,3,4,2,2,3,3,2,5,3,4,2,4,4,1,4,3,2,4,2,4,5,1,3,1,2,2,2,4,4,5,3,1,3
897,100,330,55,2,2,,1,3,2,3,1,1,2,3,3,4,3,3,2,3,4,1,1,2,3,1,3,2,3,3,4,2,3,3,2,3,4,3,2,2,3,3,2,3,2,1,2,2,2,3,4,4,4,4,3,1,2
898,100,623,19,2,1,,3,5,3,3,2,2,2,4,4,5,3,5,2,5,4,2,2,3,2,1,3,3,7,3,7,2,3,2,2,3,1,2,2,3,2,4,2,3,3,2,3,2,1,2,2,2,2,3,2,3,1
899,100,874,19,2,1,,4,3,3,2,1,2,1,2,2,4,1,2,4,3,3,3,3,3,3,3,2,1,5,3,3,1,3,3,2,3,2,2,2,3,2,2,3,2,3,1,3,2,1,2,2,2,2,2,3,2,2
900,100,636,50,2,2,,1,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,3,1,3,3,2,1,2,1,2,2,3,1,3,2,2,2,2,2,4,2,1,2,2,2,4,2,2,2,3,2,2
901,100,3615,20,2,1,,4,3,2,2,2,1,2,2,5,3,1,3,6,1,3,5,1,5,5,2,2,2,2,2,6,2,1,4,2,4,4,2,4,2,4,2,2,5,3,4,2,2,4,2,2,4,2,2,2,1,4
902,100,676,19,2,2,,3,5,2,2,2,1,2,4,3,3,2,6,3,2,3,5,2,5,3,2,2,3,2,3,2,2,2,1,2,1,1,4,2,2,4,3,4,2,2,4,2,2,4,4,4,2,2,3,1,2,2
903,100,1340,55,2,1,,1,1,1,4,4,2,3,2,4,6,3,2,1,2,6,6,2,4,6,3,2,2,1,3,3,2,1,2,2,4,5,3,4,2,3,4,2,3,5,2,3,2,1,4,4,3,5,2,4,3,4
904,100,1083,,2,2,,2,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,2,4,4,2,2,2,4,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,4
905,100,580,,2,2,,3,3,2,1,1,1,3,4,2,4,3,6,4,1,4,2,2,1,3,2,3,1,3,1,4,2,2,3,2,4,4,2,2,2,3,4,3,4,2,2,3,1,2,2,3,5,2,2,4,2,4
906,100,951,20,2,1,,3,2,4,3,1,2,2,5,2,5,1,4,4,3,2,1,3,5,3,3,2,1,6,3,2,1,2,1,3,2,5,4,2,4,1,2,2,2,4,1,2,2,1,2,5,2,4,2,2,1,3
907,100,9421,,2,1,,1,2,2,2,2,3,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2
908,100,708,20,2,1,,3,3,1,1,2,1,7,2,1,3,3,6,6,3,2,2,1,1,1,1,1,1,3,2,3,2,2,4,2,3,5,2,5,1,4,5,1,1,4,1,1,5,4,2,2,4,5,4,5,2,3
909,100,577,24,2,1,,1,4,3,4,2,3,2,3,4,3,3,6,4,4,5,4,2,5,3,3,3,3,5,3,4,4,4,2,3,5,2,2,3,3,3,4,2,2,4,3,4,2,2,2,3,4,2,4,2,3,2
910,100,676,21,2,1,,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,4,1,4,2,1,4,3,1,5,2,5,4,1,2,1,1,2,1,5,3,4,2,2,2
911,100,239,19,1,2,,3,1,3,3,2,1,3,3,3,3,2,3,2,3,6,2,2,4,2,4,3,2,1,3,2,2,2,1,4,1,2,3,2,1,1,2,2,4,2,2,3,2,2,1,1,2,2,2,2,3,2
912,100,276,19,2,2,,3,4,2,2,3,2,2,4,3,3,4,4,3,2,3,4,2,5,3,3,3,3,3,3,3,2,3,3,4,4,4,3,3,2,3,3,4,3,4,3,3,2,3,3,3,3,2,3,3,3,4
913,100,473,22,2,1,,3,2,3,1,2,1,3,2,1,3,1,3,3,3,2,3,1,2,2,2,2,2,1,2,2,1,3,3,3,5,5,2,3,1,4,5,1,2,3,2,2,3,3,2,1,5,5,4,5,3,5
914,100,278,21,2,1,,3,2,2,5,2,4,1,4,2,3,4,5,3,3,2,2,3,4,4,2,5,1,4,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
915,100,356,20,2,1,,3,3,2,2,2,1,3,2,1,2,3,3,2,2,3,1,1,3,2,1,2,1,3,2,3,2,2,2,2,2,2,3,2,2,1,3,2,4,3,1,2,3,2,3,2,4,2,5,1,2,2
916,100,53810,57,2,2,,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,2,1,1,1,1,2,1,2,1,3,1,2,4,1,4,2,1,4,4,2,5,2,3,3,1,3,2,2,2,2,5,2,5,2,1,2
917,100,341,30,2,1,,1,2,2,3,2,1,4,5,2,6,5,3,2,3,2,3,3,4,4,2,1,5,3,3,6,3,1,4,3,4,4,2,2,3,2,4,4,2,2,3,3,2,2,2,3,3,4,2,4,2,5
918,100,680,49,2,2,,1,1,1,3,2,1,1,2,1,2,2,3,4,2,2,1,2,1,2,2,4,1,1,3,2,2,2,4,2,4,3,1,4,1,3,5,2,5,3,1,2,2,2,2,2,5,3,5,4,1,4
919,100,358,22,2,2,,3,3,2,3,2,2,2,3,2,5,1,6,4,1,4,3,3,5,2,2,4,2,7,3,7,1,4,2,2,4,2,2,2,4,4,3,2,3,3,2,2,2,1,2,3,3,2,3,2,2,3
920,100,394,49,2,2,,1,1,1,3,1,1,1,1,1,2,1,2,3,1,1,2,1,1,3,2,3,1,2,2,1,2,1,5,2,5,3,1,5,2,2,5,2,5,4,2,3,1,3,2,1,5,4,4,4,1,4
921,100,262,25,2,2,,1,3,1,5,1,1,2,2,3,3,2,5,3,1,2,2,2,5,2,2,2,3,5,2,2,2,2,4,4,4,2,2,3,2,2,4,2,5,5,2,2,4,2,2,2,4,2,4,2,3,4
922,100,282,51,2,2,,2,2,1,2,1,1,3,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,1,4,1,4,4,2,5,2,1,5,2,5,2,1,1,1,2,2,2,1,2,5,2,1,2
923,100,387,34,1,1,,1,3,3,3,2,2,2,2,2,3,3,3,2,2,5,3,2,2,3,3,3,2,5,3,3,2,2,3,2,4,4,2,2,2,2,4,2,4,4,2,3,2,2,2,2,4,4,4,4,2,4
924,100,310,18,2,2,,3,2,3,3,2,2,2,3,3,3,2,4,3,3,1,3,3,3,2,2,2,2,5,2,2,2,4,3,2,3,2,3,3,4,2,4,2,2,3,3,2,2,4,1,3,2,2,4,3,3,3
925,100,302,19,2,2,,3,4,5,2,5,1,3,1,1,1,1,2,6,1,2,4,3,5,3,1,5,4,5,1,5,6,3,2,1,3,5,1,3,1,1,2,3,4,5,4,1,1,1,2,2,3,5,2,5,2,4
926,100,431,26,2,1,,1,2,2,4,4,1,5,3,4,5,4,5,3,3,2,3,2,3,4,5,2,5,4,3,3,2,1,5,2,4,5,2,5,2,2,4,3,2,4,1,3,2,2,1,2,4,5,3,4,4,5
927,100,423,21,1,2,,4,3,3,3,3,3,2,5,3,5,3,5,5,2,3,3,3,5,2,2,3,3,5,2,5,4,2,2,2,4,2,4,4,4,2,2,2,2,4,2,2,2,3,3,3,3,2,4,2,2,4
928,100,287,20,2,1,,1,2,2,1,2,1,1,2,1,3,2,4,2,2,2,2,1,1,2,1,3,1,2,2,2,1,1,2,2,1,2,3,4,2,2,4,2,4,5,1,1,3,2,1,1,2,2,3,4,2,4
929,100,443,21,2,2,,3,3,3,3,4,2,5,3,2,5,3,7,5,3,5,4,2,6,3,4,2,5,6,3,6,5,3,2,2,2,2,2,2,2,2,2,2,4,5,4,4,2,1,4,3,2,2,2,2,3,2
930,100,407934,19,2,2,,3,2,2,6,1,5,3,3,5,5,3,1,5,3,5,3,3,2,3,3,3,3,5,3,5,5,2,2,2,4,2,2,2,2,2,2,2,2,3,1,4,2,2,3,2,2,2,2,2,3,4
931,100,384,21,2,2,,3,5,3,3,3,1,4,5,4,5,5,6,3,4,5,2,2,4,4,3,3,2,7,4,4,5,3,2,2,2,2,3,2,4,2,2,3,3,4,2,3,3,1,3,4,3,2,2,3,3,3
932,100,580,19,2,2,,4,2,2,1,2,2,2,2,1,3,1,4,3,2,2,1,1,1,2,3,2,2,3,3,3,2,2,2,2,1,2,2,2,4,2,3,3,3,4,2,2,2,2,3,2,3,2,4,1,2,2
933,100,488,22,2,2,,3,2,2,5,3,2,1,2,1,2,1,2,2,2,3,2,1,1,2,1,2,1,5,3,2,2,2,4,1,4,2,2,2,2,2,4,2,4,4,1,1,2,1,2,2,4,2,4,2,2,4
934,100,79805,55,2,2,,1,6,3,1,2,2,7,2,5,7,5,2,3,3,6,3,1,2,3,3,1,1,7,3,7,1,2,2,2,2,1,4,1,2,3,3,2,1,4,1,3,3,4,3,5,2,1,2,1,2,1
935,100,1014,,2,1,,2,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3,4,3,2,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,4,3,4,4,3,3,3,2,3,3,3,3,3,3,2,2
936,100,324,21,2,2,,3,3,2,2,1,3,4,4,2,6,1,3,6,2,3,3,2,5,1,6,3,2,1,2,6,1,5,1,1,4,4,2,1,2,2,4,4,4,2,2,4,2,2,1,1,4,4,4,4,3,4
937,100,356,19,2,2,,3,2,2,3,2,1,2,2,2,3,3,4,1,2,3,4,1,1,2,2,2,2,5,2,3,1,1,3,3,3,3,2,3,2,4,3,3,5,2,1,4,2,1,4,2,3,2,3,2,2,3
938,100,292,20,2,2,,3,1,2,1,2,1,1,3,1,2,1,3,3,1,3,2,2,2,2,3,5,2,3,3,3,1,2,4,2,2,3,4,2,4,2,2,2,4,4,2,1,2,2,3,3,2,3,4,3,2,3
939,100,239,19,2,2,,3,2,1,1,2,2,1,2,1,2,1,3,2,1,1,4,1,1,2,3,2,1,3,2,1,1,2,2,2,3,2,2,3,3,2,2,2,4,4,2,2,2,2,2,2,3,2,3,2,2,2
940,100,467,19,2,1,,3,1,4,4,3,2,4,5,7,5,4,7,5,6,5,6,4,7,4,3,3,7,5,5,5,4,4,2,4,1,5,2,1,4,4,2,4,4,2,3,3,3,2,4,3,3,3,3,3,3,4
941,100,398,20,1,1,,3,3,2,2,2,2,2,3,2,2,2,3,2,2,3,3,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,2
942,100,445,19,1,2,,2,5,2,3,4,1,3,3,2,3,3,3,4,2,3,3,2,3,3,2,3,5,5,3,5,4,2,2,4,4,3,2,4,3,2,3,3,2,3,2,3,4,4,2,3,3,2,4,2,2,2
943,100,410,22,2,2,,3,2,1,2,1,1,2,3,2,3,2,4,1,4,2,1,1,2,1,1,2,1,3,2,2,4,1,3,1,4,3,1,4,,1,4,1,5,5,1,1,2,2,2,1,1,3,4,3,2,3
944,100,570,20,2,1,,3,3,2,2,1,1,6,4,3,3,3,1,3,2,3,3,3,3,5,1,2,5,4,2,3,1,1,4,1,4,4,2,4,1,3,4,2,4,3,4,3,1,3,1,2,2,3,3,4,3,4
945,100,473,22,2,2,,3,2,2,2,4,2,3,5,3,6,3,2,3,3,3,5,3,6,6,3,3,1,7,3,6,3,5,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,4,4,5,2,2,2,5,3,5
946,100,314,19,2,2,,3,3,2,5,1,2,2,3,3,6,2,6,5,3,5,3,2,3,3,3,3,2,7,4,3,3,2,1,2,2,2,2,2,2,2,2,4,2,4,4,3,2,1,5,2,2,2,2,2,4,5
947,100,2063,19,2,1,,3,2,2,2,2,2,2,3,2,6,2,1,6,2,3,2,2,2,2,2,1,1,2,2,2,3,2,4,2,4,4,2,4,3,2,5,2,4,4,2,2,2,2,3,3,4,4,5,4,2,4
948,100,203,24,2,1,,3,6,2,4,1,1,4,1,2,2,4,6,1,1,5,6,1,6,5,3,5,3,2,2,7,6,1,5,5,5,1,1,5,1,4,5,1,4,3,3,3,2,5,2,2,3,1,2,2,3,2
949,100,409,26,2,1,,4,3,2,5,3,2,3,3,4,5,3,6,3,3,4,3,3,3,3,2,3,3,3,3,5,4,2,4,4,4,2,2,2,2,1,2,2,1,4,2,2,1,3,2,2,3,2,4,1,3,1
950,100,773,57,2,1,,1,2,2,1,2,1,1,1,1,3,1,1,4,2,6,2,1,1,2,1,3,1,6,1,2,2,2,5,1,4,1,2,5,2,2,5,2,5,5,1,2,2,2,3,2,5,2,5,4,2,3
951,100,428,,2,1,,3,2,2,2,3,2,3,2,2,2,1,4,3,2,1,2,3,3,2,3,4,2,5,3,3,3,2,2,2,4,4,3,2,2,2,3,1,4,3,2,2,2,2,1,1,2,4,3,4,2,4
952,100,315,21,2,2,,4,2,2,2,2,1,3,5,2,3,2,2,3,3,2,2,2,5,2,1,2,3,6,3,2,3,2,1,2,2,2,4,2,4,2,4,2,2,2,2,2,2,1,2,4,2,2,4,1,1,4
953,100,506,19,2,1,,3,4,2,1,3,1,3,3,3,2,2,4,3,2,3,5,1,4,1,3,3,3,3,1,3,1,4,4,2,2,4,2,3,4,2,3,2,1,3,3,2,2,5,2,2,4,4,3,4,2,3
954,100,227,21,2,2,,3,3,2,3,2,2,3,3,2,3,3,3,4,3,2,3,3,4,3,2,2,3,5,3,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,4,3,2,3,3,3,2,2,2,2,3
955,100,362,21,2,2,,3,2,2,2,2,2,2,2,3,2,2,4,3,3,3,3,2,3,3,2,2,2,3,2,3,3,2,1,2,3,2,2,3,3,2,3,2,3,4,1,2,2,1,2,2,3,1,3,2,2,2
956,100,336,20,2,2,,3,3,4,3,3,2,3,3,5,3,4,2,6,3,4,4,3,4,4,3,3,5,6,4,4,2,4,1,4,1,2,3,2,2,4,1,4,3,3,4,5,3,3,5,4,4,2,1,3,4,5
957,100,494,26,2,1,,5,1,4,2,1,3,5,3,6,2,4,2,2,2,5,3,2,6,2,1,1,4,5,1,2,1,4,2,3,2,2,1,5,1,5,4,4,2,4,1,5,1,1,2,2,2,2,2,1,3,4
958,100,272,21,2,4,,3,3,3,2,3,3,6,3,4,6,6,5,3,3,6,5,2,5,6,3,3,3,5,4,7,3,4,2,3,4,1,4,1,4,4,3,3,1,1,4,4,4,3,5,5,4,1,1,2,2,4
